2018-01-30,"■1日1話自分を強くする成功の教科書
より良い人間関係の中に、
より良い自分がある

人生は人間関係によって、大きく左右される。おそれを感じるほどレベルの高い立場・グループに勇気を持って飛び込めば、自分を大きく成長させることができる。"
2018-01-31,"■1日1話自分を強くする成功の教科書
褒めることは
いい人間関係を築く第一歩

「褒めること」はいい人間関係を築くための強力な武器。長所を認める習慣が根付いた組織は、極めて見通しが良く、ポジティブなエネルギーに満ちた集団となる。"
2018-02-01,"■1日1話自分を強くする成功の教科書
褒めることは
良い人間関係を築く第一歩

「褒めること」はいい人間関係を築くための強力な武器。調書を認める習慣が根付いた組織は極めて風通しが良く、ポジティブなエネルギーに満ちた集団となる。"
2018-02-02,"■1日1話自分を強くする成功の教科書
ギリギリの場面で勝利を引き寄せるカギは笑顔

追い詰められたときこそ、無理やりにでも笑ってみよう。その表情筋の動きで脳と身体をリラックスさせることにより、人間は極めて高い集中力を発揮できる。"
2018-02-03,"■1日1話自分を強くする成功の教科書
開き直った明るさで
ピンチを切り抜ける

ピンチに陥った人間は混乱し、本来の実力を出さずに終わることがある。そんなときは結果を気にしない明るさと思い切りが、状況を打開してくれる。"
2018-02-04,"■1日1話自分を強くする成功の教科書
「頑張る」より
「願晴る」方がいい

「頑張る」という言葉は、他を寄せつけない「頑なさ」を感じさせる。
そこで「願晴る」という造語をつくった。"
2018-02-05,"■1日1話自分を強くする成功の教科書
晴れ晴れとした心で
「願晴」ろう

「願晴る」という言葉には、まず自分の目標を定め、実現を「願う」気持ちが込められている。目標が定まれば、あとは「晴れ晴れ」とした心で努力するのみ。"
2018-02-06,"■1日1話自分を強くする成功の教科書
「心・技・体」で一番大切なものは？

最も大切なのは「心」。高い志があれば、「技」や「体力」を身につけることができる。また強い心があれば、どんな事態も乗り越えられる。"
2018-02-07,"■1日1話自分を強くする成功の教科書
リーダーこそ「心・技・体」という切り口

「心・技・体」で「心」の次に大切なのは「体」である。スポーツやビジネスの基本であり、それがなければどんな「技」を身につけても役にたたない。"
2018-02-08,"■1日1話自分を強くする成功の教科書
負け試合の流れを変える秘策とは？

プレッシャーで本来の力が出せないときは、無理やりでもいいので笑ってみよう。肩の力が抜けて気持ちも前向きになり、悪い流れを断ち切ることができる。"
2018-02-09,"■1日1話自分を強くする成功の教科書
苦しいとき、追い込まれたときこそ笑顔の出番

うまくいかないときやプレッシャーがかかっているとき、難しい顔では状況は良くならない。あえて笑顔を心がければ、流れを好転させることができる。"
2018-02-10,"■1日1話自分を強くする成功の教科書
運と努力の関係とは？

運がいい人になるためには、普段からの努力が欠かせない。この努力を続けるためには、それを好きになるか発想を切り替えることが必要になる。"
2018-02-11,"■1日1話自分を強くする成功の教科書
努力の果てに、幸運の女神は微笑みかける

幸運とは、ただ待っている者に恵まれるものではない。境遇や環境を嘆くことはなく、自分自身を信じて努力する者にのみ訪れるものである。"
2018-02-12,"■1日1話自分を強くする成功の教科書
ダイヤモンドも磨かなければ、ただの石

どれほどの才能も、磨かなければその真価を発揮することはない。
人間おｔいうダイヤモンドを輝かせるのは、本人の「夢」と「努力」次第である。"
2018-04-02,"◾️心理学BEST100
⒈私たちは、本当の「自分の顔」を覚えていない
⒉辛いものが好きな人ほど、男性的
⒊親切な友人を持つと自分も親切な人になる
⒋笑えば笑うほど「寿命」は延びる
⒌「暴力的なゲームは犯罪を増やす」はウソ
⒍男の子は他の子供との比較がストレスになる
⒎女性の方が、男性より人付き合いが上手な理由
⒏ただ質問されるだけで行動する可能性は高まる
⒐小さな女の子が、男の子より口が悪い理由
⒑心の専門家も自分の心はコントロールできない"
2018-04-03,"◾️心理学BEST100
11．男性も女性も空想するのはエッチなことばかり
12．幸せな気分の人は他の人にも親切にする
13．起業家を目指すなら、自分の顔と相談してから
14．人はちょっとでも元が取れると嬉しい
15．インターネットは人のつながりを減らす
16．恋愛は好きになってしまった方が負け
17．候補者リストの「順番」で当選が決まる
18．生涯で心の病気になる確率は？
19．食べた量がわからないと食べすぎてしまう
20．自分で作った食べ物の方がおいしい"
2018-04-04,"◾️心理学BEST100
21．仲直りの秘訣はウォーキング
22．悪い誘いに対して反論する方法
23．朝食にはオムレツとバナナがオススメ
24．悪い情報も積極的に集める
25．相手の姿が見えないと、人は怒りを表しやすい
26．酔っ払いを無意識に避けるのは大正解
27．犬が怖いと感じる人の理由
28．親切な人ほど親切にされる
29．「年を取るのも悪くない」と思っていた方が良い
30．部下が伸びる指導方法とは？"
2018-04-05,"◾️心理学BEST100
31．ホーム・オフィスの落とし穴
32．オフィスのデザインが働く人に与える影響
33．出生順位がわかれば誰でも読心術ができる
34．メンタルトレーニングの効果とは？
35．アルバムの写真の位置で評価が変わる
36．にこやかな顔は強そうに見える
37．軽く運動した後や微熱の時の男性はモテる
38．「注意書き」だけではルールを守らない
39．好きなものでも連続すると飽きる
40．香りは思い出を引き出す"
2018-04-06,"◾️心理学BEST100
41．香りでお手軽ダイエット
42．嬉しい感情は声だけでも伝わる
43．笑顔は人に見せるため
44．うつな人が、ますますうつになっていくメカニズム
45．同性愛者の苦悩は大きい
46．ダイエットはモチベーションが鍵
47．おいしいと思って食べると、なんでもおいしい
48．「減塩」というラベルはつけない方がよい
49．一緒に食事をしている人で食べる量が変わる
50．「心が凍りつく」と身体も「寒さ」を感じる"
2018-04-07,"◾️心理学BEST100
51．赤ちゃんでも「匂い」はわかる
52．お葬式がたて続く理由
53．キレやすいのは栄養不足が原因
54．野菜を必要としている人ほど、野菜を食べない
55．人間関係がうまくいっていない人も、野菜を食べない
56．口内炎が治りにくい人、治りやすい人
57．かゆみは人に伝染する
58．スポーツ観戦では盛り上がりすぎないことも大切
59．咳の現象学について学ぼう
60．男性と女性とでは「出しやすい声」に違いがある"
2018-04-08,"◾️心理学BEST100
61．女性が「男らしく」なる時
62．フェイスペインティグしている人には近づかない
63．審判が公平にジャッジするのは不可能
64．自分の前の打者がホームランを打った時は要注意
65．中国では同じ国内でも文化が違う
66．審判は一流選手に甘い
67．名前の順番でわかる男性の優位性
68．「自分だけは当てはまらない」と思い込む理由
69．神を信じない人は冷たい人が多い？
70．校長先生の話が記憶に残らない理由"
2018-04-09,"◾️心理学BEST100
71．大教室での講義がオススメできない理由
72．家系の財布は奥さんが管理するのが正しい
73．キャンペーンをするのなら、直接に訴えないと効果がない
74．日本時は外国でも日本人のまま
75．国民の幸福度には、大気汚染が影響している
76．友達が少ない人と友達になりたい
77．女性は普通の体型が一番望ましい
78．商品の価格の好ましさには、面白い現象が隠されている
79．赤信号、みんなで渡れば怖くない
80．反則が多いほど、名選手？"
2018-04-10,"◾️心理学BEST100
81．法律は厳しくなければ意味がない？
82．麻薬捜査権の実力はいかに？
83．自分と同じ文字で始まる会社に投資しやすい
84．投資家は自国の会社に投資しやすい
85．商品にも「人格」がある
86．商談での勝負服は「赤」で決まり
87．わずか1ドルで驚きの結果に
88．イヤなことをするときに楽しむコツ
89．頭で考えていることは無意識に行動にも現れる
90．三振をすることにあまり抵抗がないバッターもいる"
2018-04-11,"◾️心理学BEST100
91．試合の結果はコスチュームに影響される
92．女性が多い職場では、恋人がいる人が少ない
93．相手に金額を決めてもらう
94．人の善意を信用して大丈夫
95．同じことをしていても、アンフェアだと思われてしまうことがある
96．人は「お腹が空いた」から食事をするのではない
97．勉強効果を上げたいなら、机を買い替えてみる
98．早く亡くなる方が望ましいこともある
99．先生は魅力的に見えなければならない
100．ベストセラーはそんなに面白くない"
2018-04-13,"◾️雑学
・恐竜はなぜ、⚪︎⚪︎サウルス、⚪︎⚪︎ドンというか？
・陸地で生まれたワニの子は、どうやって川に行くか？
・動物園のワニは、なぜ口を大きく開けているか？
・日本にも大昔はワニがいた。なぜ、わかったか？
・アフリカゾウの群れは、子ゾウ以外はメスばかり。なぜか？
・キリンは鳴くか？鳴くならどんな声か？"
2018-06-01,"◾️雑学
・ナメクジに砂糖をかけるとどうなるか？
・昆虫やクモはどうやって息をしているか？
・なぜ、カマキリは攻撃する前に、体をゆらゆら揺らすのか？
・世界一大きいヘラクレスオオカブトは、なぜ体の色が黄褐色か？
・カブトムシのオスは、なぜ、角の大きいものと小さいものがいるか？
・なぜセミは、枯れた枝に卵を産むか？
・セミはなぜ、オスしか鳴かないか？"
2018-06-02,"◾️雑学
・昆虫の血の色は何色か？
・アリは羽がないのに、なぜ昆虫か？
・アリの行列はなぜできる？餌がなくなるとなぜ消える？
・筆でチョウの羽から「りん粉」を全部取ると、飛べなくなる。なぜか？
・モンシロチョウは、なぜ天気のいい日に飛ぶか？
・なぜ、水場に集まっているチョウは、オスばかりなのか？
・蚊の主食は、血じゃない。ホント？
・トンボは歩く？"
2018-06-03,"◾️雑学
・アリジゴクは糞をしない。どうしているのか？
・ミツバチは天敵のオオスズメバチを殺すことができる。どうやって？
・ミツバチの働きバチは、若いハチか、おばあさんのハチか？
・クマに巣を襲われたミツバチは、クマを撃退できるか？
・ゴキブリのひげをハサミで切ると歩き回れなくなる。なぜか？"
2018-06-04,"◾️雑学
・ケムシは腹いっぱいになると、なぜ葉から離れて下に行くか？
・ホタルは光り方で、オスかメスかわかる。なぜか？
・ミズスマシには、なぜ目が4つあるか？
・なぜ、土の中のミミズが魚釣りの餌になるのか？
・何千年前、何億年も前の昆虫が、なぜ化石として残っているか？"
2018-06-05,"◾️雑学
・富士山に笠雲がかかると、なぜ雨が降るか？
・遠くの山は、なぜ青く見えるか？
・富士山は、なぜ日本一の山か？
・日本一高い山は富士山。2番目に高い山は？
・キクは秋の花なのに、なぜ花屋で1年中咲いているのか？
・なぜ、チューリップの種は売っていないのか？
・なぜ、マツタケがたくさん採れる年は、米が不作か？
・竹はなぜ、急成長できるのか？
・花束は、なぜ下にして持つべきか？"
2018-06-06,"◾️雑学
・ソメイヨシノは、なぜ、いっせいに咲いていっせいに散るか？
・森林に道路ができると、なぜ道路沿いの樹木が枯れるか？
・クルミの木の下には、なぜ他の植物が生えてこないのか？
・ドングリは「ドングリの木」にはならない。なぜか？
・トウモロコシのヒゲの本数と、粒々の数は同じ。なぜか？
・秋の七草のクズはアメリカで、なぜデビル（悪魔）と呼ばれるか？
・アメリカ南部の荒地で、クズはなぜ繁茂できたか？"
2018-06-07,"◾️雑学
・ほとんどのスイカの根っこはカボチャである。なぜか？
・マスクメロンのヘタは、なぜT字形に切ってあるか？
・動物と植物、どっちの生命力が強いか？
・雨が1ヶ月ぐらい降らなくても、なぜ樹木は枯れないか？
・スギやメタセコイアは、なぜ樹形が二等辺三角形か？
・植物の根は、土中の水分をどうやって吸い上げているか？
・屋久島のスギは、なぜ何千年も生き続けているか？
・なぜ、海岸の防風林にはマツが植えてあるか？"
2018-06-08,"◾️雑学
・焼き魚に酢を塗って焼くと、なぜ、網に皮がつかないか？
・まな板の鯉は、なぜ、おとなしくじっとしているか？
・なぜ、子どもは青いピーマンが嫌いか？"
2018-06-09,"◾️雑学
・ダイコンは、なぜ、先っぽに行くほど辛いか？
・辛いダイコンは見ればわかる。どこでわかるか？
・レタスは50度のお湯につけると、シャキシャキになる。なぜ？
・ゆで卵の殻をきれいに剥くには、どうすれば良いか？
・目玉焼き、卵を割る位置を低くすると激うま！なぜか？
・作りたてより、なぜ、寝かせたカレーが美味しいか？
・カレーは冷えると辛くない。なぜか？
・激辛が美味しいのは、脳が「辛くないと思え！」と命令しているから？"
2018-06-10,"◾️雑学
・1瓶（500グラム）のハチミツは何匹のミツビチが働くとできるか？
・白い牛乳から作ったバターが、なぜ黄色いか？
・ご飯を入れるのに、なぜ「茶碗」というか？
・ほうれん草は、なぜ、漢字で「菠薐草」と書くか？
・ほうれん草のおひたしに、なぜゴマをかけるべきか？
・漢字でゴマは胡麻、キュウリは胡瓜。なぜ「胡」がつくか？"
2018-06-11,"◾️雑学
・カニやエビは茹でると、なぜ赤くなるか？
・なぜ、昆布のだしは海では出ないのか？
・すき焼きで、なぜ肉と白滝を一緒に煮てはいけないか？
・ココアとチョコレートは、同じか違うか？
・熱に弱いビタミンCが、なぜ熱いお茶で壊れないか？
・紅茶にレモンを入れると、なぜ色が薄くなるのか？
・コーヒーの国だったイギリスを、紅茶に国にしたのはウーマンパワー？"
2018-06-22,"福岡旅行1日目
水炊き食べた。美味しかった"
2018-06-23,"福岡二日目
佐賀にイカ食べに行った
夜はまゆこちゃんあゆちゃんと飲んだ。
ほとんど記憶ない。"
2018-06-24,"福岡三日目
帰る"
2018-07-04,"◾️雑学
・線路にはなぜ砂利が敷いてあるのか？
・手を離した風船は、どんどん上がって最後はどうなるのか？
・なぜ扇風機の後ろの空気は動かないのか？
・なぜ、ガスタンクは球形なのか？
・日本には100以上の多彩な「ねずみ色」がある。なぜか？"
2018-07-05,"◾️雑学
・星がひんぱんにまたたくとよくじつは雨。なぜか？
・てるてる坊主は男の子か女の子か？
・都心の高層ビルで、なぜ化石わ発見できるか？
・ナイル川にできた巨大なダムが、地中海のイワシを滅ぼした。なぜか？
・「星の砂」は、砂ではない。何か？
・磁石はどんなに薄く切っても、Ｎ極とS極になる。なぜか？
・瞬間接着剤はたくさん塗ると、くっつきにくくなる。なぜか？
・なぜ、ファスナーをチャックというのか？"
2018-07-06,"◾️雑学
・なぜ、タイヤは黒いか？
・青色の車は事故に遭いやすい。なぜか？
・「面の皮が厚い」は、アメリカでは褒め言葉。ホントか？
・なぜ、湖が凍っても魚は生きているのか？
・大雨が降ると、なぜ衛星放送の映りが悪くなるのか？
・木材は電気を通さないのに、なぜ、カミナリは樹木に落ちるのか？
・なぜ、朝、霜が降りた日は晴れるのか？"
2018-07-07,"◾️雑学
・石鹸はなぜ、小さくなると泡が立たなくなるのか？
・羽毛布団は、なぜ干してはいけないのか？
・セーラー服の襟足は、なぜ後ろに大きく垂れ下がっているか？
・黒いサングラスは、なぜ生意気に見えるのか？
・謝るときの服の色はグレーがいい。なぜか？
・なぜ、船の下半分は赤いか？
・喫水線まで満タンにしたタンカーは、日本に帰れない。なぜか？
・ハワイは毎年12センチずつ、日本に近づいている。なぜか？"
2018-07-08,"◾️雑学
・人を褒め称えるとき、なぜ拍手をするか？
・アットマークは英語のatとは関係ない。なぜか？
・1.2.3…の数字はインド人の発明なのに、なぜアラビア数字か？
・オセロゲームは、なぜ「オセロ」なのか？
・なぜ、サッカーの控え選手はベストを着ているのか？
・野球のピッチャーマウンドは、なぜ高くしてあるか？
・ウールのセーターを水洗いすると、なぜ縮むのか？"
2018-07-09,"◾️雑学
・電気のプラグの2本足には、なぜ穴が開いているのか？
電話食品類の缶詰の上下のフタは、なぜデコボコになっているか？
・結婚式場は床も壁も、なぜ赤一色か？
・人の前を通るとき、なぜ手刀を切るか？
・万歳は、なぜ三唱するか？"
2018-07-10,"◾️雑学
・寝つきが悪い時、なぜ大さじ一杯の酢を飲むといいのか？
・眠れない時に羊を数えて、本当に眠れるか？
・目が疲れたとき、何もない青い空を見ても回復しない。なぜか？
・人間の「白眼」が、他の動物より目立つのはなぜか？
・目は2つなのに、どうしてモノは1つに見えるのか？
・なぜ、ふだん、まばたきしても気にならないのか？
・手に「ハーッ」と息を吐くと温かく、「フーッ」と吐くと冷たいのはなぜか？"
2018-07-11,"◾️雑学
・ベートーベンは耳が聞こえなかったのに、なぜ作曲家できたか？
・人間は「ヘビが危険」だと、なぜわかるのか？
・思い出そうとするとき、なぜ斜め上を見るのか？
・フラッシュをたくと、なぜ赤目になるのか？
・国際宇宙ステーションの宇宙飛行士はみんな顔が丸い。なぜか？
・中年男性の顔が大きくなるのはなぜか？"
2018-07-12,"◾️雑学
・日本人の鼻が低いのは、背が低いからではない。なぜか？
・眉毛はなぜ人間にしかないのか？
・すり傷は、水で洗うのと消毒液で消毒するのと、どちらがいいか？
・頭につむじがあるのはなぜか？
・重いモノを持ち上げる時に、どうして「よいしょ！」というのか？
・夜中にトイレに行くのは、ふくろはぎのせい。なぜか？
・ゾウもライオンもヤギも人間も、オシッコは21秒でする。なぜか？"
2018-07-13,"◾️雑学
・関節がポキポキというのは、何の音か？
・女性はなぜ、男性の指に惹かれるのか？
・日本人は、右手の爪が早く伸びる。なぜか？
・手の小指で、相手の全身を動かせる。ホント？
・足の指は、手と違って、みんな同じ方向を向いている。なぜ？
・目を閉じて片足で立つとき、なぜ左足で立ってしまうのか？
・下駄や草履はなぜ体にいいか？
・子どもも大人も、なぜアイスクリームが好きか？"
